,Unnamed: 0,filename,number,y
12141,12141,data/train/image9474_164xx.png,3,"[1, 6, 4, 10, 10]"
12142,12142,data/train/image1922_383xx.png,3,"[3, 8, 3, 10, 10]"
12143,12143,data/train/image14051_29xxx.png,2,"[2, 9, 10, 10, 10]"
12144,12144,data/train/image23524_101xx.png,3,"[1, 0, 1, 10, 10]"
12145,12145,data/train/image14910_145xx.png,3,"[1, 4, 5, 10, 10]"
12146,12146,data/train/image4186_92xxx.png,2,"[9, 2, 10, 10, 10]"
12147,12147,data/train/image7549_39xxx.png,2,"[3, 9, 10, 10, 10]"
12148,12148,data/train/image7047_19xxx.png,2,"[1, 9, 10, 10, 10]"
12149,12149,data/train/image26182_0xxxx.png,1,"[0, 10, 10, 10, 10]"
12150,12150,data/train/image14608_29xxx.png,2,"[2, 9, 10, 10, 10]"
12151,12151,data/train/image11895_140xx.png,3,"[1, 4, 0, 10, 10]"
12152,12152,data/train/image9432_34xxx.png,2,"[3, 4, 10, 10, 10]"
12153,12153,data/train/image10668_144xx.png,3,"[1, 4, 4, 10, 10]"
12154,12154,data/train/image8988_97xxx.png,2,"[9, 7, 10, 10, 10]"
12155,12155,data/train/image9052_47xxx.png,2,"[4, 7, 10, 10, 10]"
12156,12156,data/train/image2143_284xx.png,3,"[2, 8, 4, 10, 10]"
12157,12157,data/train/image17095_60xxx.png,2,"[6, 0, 10, 10, 10]"
12158,12158,data/train/image8836_56xxx.png,2,"[5, 6, 10, 10, 10]"
12159,12159,data/train/image1149_1415x.png,4,"[1, 4, 1, 5, 10]"
12160,12160,data/train/image27576_39xxx.png,2,"[3, 9, 10, 10, 10]"
12161,12161,data/train/image15949_58xxx.png,2,"[5, 8, 10, 10, 10]"
12162,12162,data/train/image24489_214xx.png,3,"[2, 1, 4, 10, 10]"
12163,12163,data/train/image12473_2xxxx.png,1,"[2, 10, 10, 10, 10]"
12164,12164,data/train/image9172_85xxx.png,2,"[8, 5, 10, 10, 10]"
12165,12165,data/train/image8264_56xxx.png,2,"[5, 6, 10, 10, 10]"
12166,12166,data/train/image15149_3xxxx.png,1,"[3, 10, 10, 10, 10]"
12167,12167,data/train/image24076_1xxxx.png,1,"[1, 10, 10, 10, 10]"
12168,12168,data/train/image21718_45xxx.png,2,"[4, 5, 10, 10, 10]"
12169,12169,data/train/image15343_11xxx.png,2,"[1, 1, 10, 10, 10]"
12170,12170,data/train/image26622_21xxx.png,2,"[2, 1, 10, 10, 10]"
12171,12171,data/train/image28725_31xxx.png,2,"[3, 1, 10, 10, 10]"
12172,12172,data/train/image14083_14xxx.png,2,"[1, 4, 10, 10, 10]"
12173,12173,data/train/image16705_41xxx.png,2,"[4, 1, 10, 10, 10]"
12174,12174,data/train/image25060_334xx.png,3,"[3, 3, 4, 10, 10]"
12175,12175,data/train/image4545_26xxx.png,2,"[2, 6, 10, 10, 10]"
12176,12176,data/train/image5161_125xx.png,3,"[1, 2, 5, 10, 10]"
12177,12177,data/train/image22840_48xxx.png,2,"[4, 8, 10, 10, 10]"
12178,12178,data/train/image3725_4xxxx.png,1,"[4, 10, 10, 10, 10]"
12179,12179,data/train/image6577_55xxx.png,2,"[5, 5, 10, 10, 10]"
12180,12180,data/train/image13494_68xxx.png,2,"[6, 8, 10, 10, 10]"
12181,12181,data/train/image1861_372xx.png,3,"[3, 7, 2, 10, 10]"
12182,12182,data/train/image22465_8xxxx.png,1,"[8, 10, 10, 10, 10]"
12183,12183,data/train/image24049_388xx.png,3,"[3, 8, 8, 10, 10]"
12184,12184,data/train/image4328_129xx.png,3,"[1, 2, 9, 10, 10]"
12185,12185,data/train/image15724_22xxx.png,2,"[2, 2, 10, 10, 10]"
12186,12186,data/train/image9975_44xxx.png,2,"[4, 4, 10, 10, 10]"
12187,12187,data/train/image25866_163xx.png,3,"[1, 6, 3, 10, 10]"
12188,12188,data/train/image22310_146xx.png,3,"[1, 4, 6, 10, 10]"
12189,12189,data/train/image3567_22xxx.png,2,"[2, 2, 10, 10, 10]"
12190,12190,data/train/image10273_144xx.png,3,"[1, 4, 4, 10, 10]"
12191,12191,data/train/image949_2478x.png,4,"[2, 4, 7, 8, 10]"
12192,12192,data/train/image27142_2166x.png,4,"[2, 1, 6, 6, 10]"
12193,12193,data/train/image22155_8xxxx.png,1,"[8, 10, 10, 10, 10]"
12194,12194,data/train/image14401_2xxxx.png,1,"[2, 10, 10, 10, 10]"
12195,12195,data/train/image17553_23xxx.png,2,"[2, 3, 10, 10, 10]"
12196,12196,data/train/image10701_129xx.png,3,"[1, 2, 9, 10, 10]"
12197,12197,data/train/image29278_170xx.png,3,"[1, 7, 0, 10, 10]"
12198,12198,data/train/image15436_9xxxx.png,1,"[9, 10, 10, 10, 10]"
12199,12199,data/train/image22851_49xxx.png,2,"[4, 9, 10, 10, 10]"
12200,12200,data/train/image22081_12xxx.png,2,"[1, 2, 10, 10, 10]"
12201,12201,data/train/image23450_129xx.png,3,"[1, 2, 9, 10, 10]"
12202,12202,data/train/image22232_13xxx.png,2,"[1, 3, 10, 10, 10]"
12203,12203,data/train/image19027_1xxxx.png,1,"[1, 10, 10, 10, 10]"
12204,12204,data/train/image13461_288xx.png,3,"[2, 8, 8, 10, 10]"
12205,12205,data/train/image14192_47xxx.png,2,"[4, 7, 10, 10, 10]"
12206,12206,data/train/image3347_24xxx.png,2,"[2, 4, 10, 10, 10]"
12207,12207,data/train/image16860_107xx.png,3,"[1, 0, 7, 10, 10]"
12208,12208,data/train/image1224_19xxx.png,2,"[1, 9, 10, 10, 10]"
12209,12209,data/train/image4729_197xx.png,3,"[1, 9, 7, 10, 10]"
12210,12210,data/train/image8977_3xxxx.png,1,"[3, 10, 10, 10, 10]"
12211,12211,data/train/image4107_540xx.png,3,"[5, 4, 0, 10, 10]"
12212,12212,data/train/image14891_2xxxx.png,1,"[2, 10, 10, 10, 10]"
12213,12213,data/train/image7592_50xxx.png,2,"[5, 0, 10, 10, 10]"
12214,12214,data/train/image21023_50xxx.png,2,"[5, 0, 10, 10, 10]"
12215,12215,data/train/image24875_92xxx.png,2,"[9, 2, 10, 10, 10]"
12216,12216,data/train/image809_8xxxx.png,1,"[8, 10, 10, 10, 10]"
12217,12217,data/train/image19387_687xx.png,3,"[6, 8, 7, 10, 10]"
12218,12218,data/train/image29199_72xxx.png,2,"[7, 2, 10, 10, 10]"
12219,12219,data/train/image2954_84xxx.png,2,"[8, 4, 10, 10, 10]"
12220,12220,data/train/image16692_339xx.png,3,"[3, 3, 9, 10, 10]"
12221,12221,data/train/image20342_21xxx.png,2,"[2, 1, 10, 10, 10]"
12222,12222,data/train/image4463_2xxxx.png,1,"[2, 10, 10, 10, 10]"
12223,12223,data/train/image1175_116xx.png,3,"[1, 1, 6, 10, 10]"
12224,12224,data/train/image19594_41xxx.png,2,"[4, 1, 10, 10, 10]"
12225,12225,data/train/image23939_77xxx.png,2,"[7, 7, 10, 10, 10]"
12226,12226,data/train/image9427_52xxx.png,2,"[5, 2, 10, 10, 10]"
12227,12227,data/train/image23243_149xx.png,3,"[1, 4, 9, 10, 10]"
12228,12228,data/train/image11788_2390x.png,4,"[2, 3, 9, 0, 10]"
12229,12229,data/train/image23056_83xxx.png,2,"[8, 3, 10, 10, 10]"
12230,12230,data/train/image2235_30xxx.png,2,"[3, 0, 10, 10, 10]"
12231,12231,data/train/image467_61xxx.png,2,"[6, 1, 10, 10, 10]"
12232,12232,data/train/image2571_4xxxx.png,1,"[4, 10, 10, 10, 10]"
12233,12233,data/train/image18011_4xxxx.png,1,"[4, 10, 10, 10, 10]"
12234,12234,data/train/image28927_36xxx.png,2,"[3, 6, 10, 10, 10]"
12235,12235,data/train/image27706_10xxx.png,2,"[1, 0, 10, 10, 10]"
12236,12236,data/train/image20800_512xx.png,3,"[5, 1, 2, 10, 10]"
12237,12237,data/train/image1278_24xxx.png,2,"[2, 4, 10, 10, 10]"
12238,12238,data/train/image1492_28xxx.png,2,"[2, 8, 10, 10, 10]"
12239,12239,data/train/image10080_13xxx.png,2,"[1, 3, 10, 10, 10]"
12240,12240,data/train/image5123_226xx.png,3,"[2, 2, 6, 10, 10]"
12241,12241,data/train/image587_6xxxx.png,1,"[6, 10, 10, 10, 10]"
12242,12242,data/train/image24822_5761x.png,4,"[5, 7, 6, 1, 10]"
12243,12243,data/train/image19376_18xxx.png,2,"[1, 8, 10, 10, 10]"
12244,12244,data/train/image13807_4xxxx.png,1,"[4, 10, 10, 10, 10]"
12245,12245,data/train/image5607_95xxx.png,2,"[9, 5, 10, 10, 10]"
12246,12246,data/train/image7279_23xxx.png,2,"[2, 3, 10, 10, 10]"
12247,12247,data/train/image27131_78xxx.png,2,"[7, 8, 10, 10, 10]"
12248,12248,data/train/image2575_11xxx.png,2,"[1, 1, 10, 10, 10]"
12249,12249,data/train/image2765_2xxxx.png,1,"[2, 10, 10, 10, 10]"
12250,12250,data/train/image10721_27xxx.png,2,"[2, 7, 10, 10, 10]"
12251,12251,data/train/image14807_134xx.png,3,"[1, 3, 4, 10, 10]"
12252,12252,data/train/image8088_42xxx.png,2,"[4, 2, 10, 10, 10]"
12253,12253,data/train/image23358_2xxxx.png,1,"[2, 10, 10, 10, 10]"
12254,12254,data/train/image2166_14xxx.png,2,"[1, 4, 10, 10, 10]"
12255,12255,data/train/image23923_514xx.png,3,"[5, 1, 4, 10, 10]"
12256,12256,data/train/image140_83xxx.png,2,"[8, 3, 10, 10, 10]"
12257,12257,data/train/image25926_11xxx.png,2,"[1, 1, 10, 10, 10]"
12258,12258,data/train/image20336_1xxxx.png,1,"[1, 10, 10, 10, 10]"
12259,12259,data/train/image27770_82xxx.png,2,"[8, 2, 10, 10, 10]"
12260,12260,data/train/image5649_58xxx.png,2,"[5, 8, 10, 10, 10]"
12261,12261,data/train/image10808_49xxx.png,2,"[4, 9, 10, 10, 10]"
12262,12262,data/train/image20691_11xxx.png,2,"[1, 1, 10, 10, 10]"
12263,12263,data/train/image15731_19xxx.png,2,"[1, 9, 10, 10, 10]"
12264,12264,data/train/image16188_3xxxx.png,1,"[3, 10, 10, 10, 10]"
12265,12265,data/train/image3855_31xxx.png,2,"[3, 1, 10, 10, 10]"
12266,12266,data/train/image24501_192xx.png,3,"[1, 9, 2, 10, 10]"
12267,12267,data/train/image2410_33xxx.png,2,"[3, 3, 10, 10, 10]"
12268,12268,data/train/image17870_38xxx.png,2,"[3, 8, 10, 10, 10]"
12269,12269,data/train/image2922_130xx.png,3,"[1, 3, 0, 10, 10]"
12270,12270,data/train/image2029_3xxxx.png,1,"[3, 10, 10, 10, 10]"
12271,12271,data/train/image315_64xxx.png,2,"[6, 4, 10, 10, 10]"
12272,12272,data/train/image18074_149xx.png,3,"[1, 4, 9, 10, 10]"
12273,12273,data/train/image13506_19xxx.png,2,"[1, 9, 10, 10, 10]"
12274,12274,data/train/image11948_18xxx.png,2,"[1, 8, 10, 10, 10]"
12275,12275,data/train/image19643_26xxx.png,2,"[2, 6, 10, 10, 10]"
12276,12276,data/train/image4400_21xxx.png,2,"[2, 1, 10, 10, 10]"
12277,12277,data/train/image18906_51xxx.png,2,"[5, 1, 10, 10, 10]"
12278,12278,data/train/image6142_862xx.png,3,"[8, 6, 2, 10, 10]"
12279,12279,data/train/image23884_204xx.png,3,"[2, 0, 4, 10, 10]"
12280,12280,data/train/image14563_158xx.png,3,"[1, 5, 8, 10, 10]"
12281,12281,data/train/image10937_14xxx.png,2,"[1, 4, 10, 10, 10]"
12282,12282,data/train/image15136_745xx.png,3,"[7, 4, 5, 10, 10]"
12283,12283,data/train/image10618_2309x.png,4,"[2, 3, 0, 9, 10]"
12284,12284,data/train/image8185_248xx.png,3,"[2, 4, 8, 10, 10]"
12285,12285,data/train/image29267_125xx.png,3,"[1, 2, 5, 10, 10]"
12286,12286,data/train/image1177_6xxxx.png,1,"[6, 10, 10, 10, 10]"
12287,12287,data/train/image21677_69xxx.png,2,"[6, 9, 10, 10, 10]"
12288,12288,data/train/image1284_1378x.png,4,"[1, 3, 7, 8, 10]"
12289,12289,data/train/image17008_45xxx.png,2,"[4, 5, 10, 10, 10]"
12290,12290,data/train/image3640_58xxx.png,2,"[5, 8, 10, 10, 10]"
12291,12291,data/train/image7530_4xxxx.png,1,"[4, 10, 10, 10, 10]"
12292,12292,data/train/image20632_852xx.png,3,"[8, 5, 2, 10, 10]"
12293,12293,data/train/image17987_27xxx.png,2,"[2, 7, 10, 10, 10]"
12294,12294,data/train/image13395_99xxx.png,2,"[9, 9, 10, 10, 10]"
12295,12295,data/train/image2384_60xxx.png,2,"[6, 0, 10, 10, 10]"
12296,12296,data/train/image19240_12xxx.png,2,"[1, 2, 10, 10, 10]"
12297,12297,data/train/image3263_859xx.png,3,"[8, 5, 9, 10, 10]"
12298,12298,data/train/image4129_11xxx.png,2,"[1, 1, 10, 10, 10]"
12299,12299,data/train/image27202_1xxxx.png,1,"[1, 10, 10, 10, 10]"
12300,12300,data/train/image20636_73xxx.png,2,"[7, 3, 10, 10, 10]"
12301,12301,data/train/image15517_90xxx.png,2,"[9, 0, 10, 10, 10]"
12302,12302,data/train/image29329_31xxx.png,2,"[3, 1, 10, 10, 10]"
12303,12303,data/train/image14415_6xxxx.png,1,"[6, 10, 10, 10, 10]"
12304,12304,data/train/image1544_2xxxx.png,1,"[2, 10, 10, 10, 10]"
12305,12305,data/train/image7516_462xx.png,3,"[4, 6, 2, 10, 10]"
12306,12306,data/train/image4825_126xx.png,3,"[1, 2, 6, 10, 10]"
12307,12307,data/train/image1463_43xxx.png,2,"[4, 3, 10, 10, 10]"
12308,12308,data/train/image14260_45xxx.png,2,"[4, 5, 10, 10, 10]"
12309,12309,data/train/image7700_215xx.png,3,"[2, 1, 5, 10, 10]"
12310,12310,data/train/image4763_4xxxx.png,1,"[4, 10, 10, 10, 10]"
12311,12311,data/train/image19855_39xxx.png,2,"[3, 9, 10, 10, 10]"
12312,12312,data/train/image16818_9xxxx.png,1,"[9, 10, 10, 10, 10]"
12313,12313,data/train/image15541_132xx.png,3,"[1, 3, 2, 10, 10]"
12314,12314,data/train/image7806_228xx.png,3,"[2, 2, 8, 10, 10]"
12315,12315,data/train/image19193_104xx.png,3,"[1, 0, 4, 10, 10]"
12316,12316,data/train/image13225_2xxxx.png,1,"[2, 10, 10, 10, 10]"
12317,12317,data/train/image21711_49xxx.png,2,"[4, 9, 10, 10, 10]"
12318,12318,data/train/image5047_267xx.png,3,"[2, 6, 7, 10, 10]"
12319,12319,data/train/image16391_56xxx.png,2,"[5, 6, 10, 10, 10]"
12320,12320,data/train/image17240_13xxx.png,2,"[1, 3, 10, 10, 10]"
12321,12321,data/train/image11040_18xxx.png,2,"[1, 8, 10, 10, 10]"
12322,12322,data/train/image12483_2xxxx.png,1,"[2, 10, 10, 10, 10]"
12323,12323,data/train/image25031_73xxx.png,2,"[7, 3, 10, 10, 10]"
12324,12324,data/train/image3516_429xx.png,3,"[4, 2, 9, 10, 10]"
12325,12325,data/train/image24298_20xxx.png,2,"[2, 0, 10, 10, 10]"
12326,12326,data/train/image9790_20xxx.png,2,"[2, 0, 10, 10, 10]"
12327,12327,data/train/image5430_52xxx.png,2,"[5, 2, 10, 10, 10]"
12328,12328,data/train/image18343_105xx.png,3,"[1, 0, 5, 10, 10]"
12329,12329,data/train/image894_17xxx.png,2,"[1, 7, 10, 10, 10]"
12330,12330,data/train/image10071_211xx.png,3,"[2, 1, 1, 10, 10]"
12331,12331,data/train/image2189_16xxx.png,2,"[1, 6, 10, 10, 10]"
12332,12332,data/train/image12243_44xxx.png,2,"[4, 4, 10, 10, 10]"
12333,12333,data/train/image28620_19xxx.png,2,"[1, 9, 10, 10, 10]"
12334,12334,data/train/image12072_45xxx.png,2,"[4, 5, 10, 10, 10]"
12335,12335,data/train/image9165_316xx.png,3,"[3, 1, 6, 10, 10]"
12336,12336,data/train/image19549_34xxx.png,2,"[3, 4, 10, 10, 10]"
12337,12337,data/train/image19180_681xx.png,3,"[6, 8, 1, 10, 10]"
12338,12338,data/train/image17833_45xxx.png,2,"[4, 5, 10, 10, 10]"
12339,12339,data/train/image23751_6xxxx.png,1,"[6, 10, 10, 10, 10]"
12340,12340,data/train/image22246_5xxxx.png,1,"[5, 10, 10, 10, 10]"
12341,12341,data/train/image6874_72xxx.png,2,"[7, 2, 10, 10, 10]"
12342,12342,data/train/image28778_24xxx.png,2,"[2, 4, 10, 10, 10]"
12343,12343,data/train/image10404_68xxx.png,2,"[6, 8, 10, 10, 10]"
12344,12344,data/train/image7795_8xxxx.png,1,"[8, 10, 10, 10, 10]"
12345,12345,data/train/image27741_96xxx.png,2,"[9, 6, 10, 10, 10]"
12346,12346,data/train/image3067_48xxx.png,2,"[4, 8, 10, 10, 10]"
12347,12347,data/train/image22215_483xx.png,3,"[4, 8, 3, 10, 10]"
12348,12348,data/train/image17355_22xxx.png,2,"[2, 2, 10, 10, 10]"
12349,12349,data/train/image12777_314xx.png,3,"[3, 1, 4, 10, 10]"
12350,12350,data/train/image13725_18xxx.png,2,"[1, 8, 10, 10, 10]"
12351,12351,data/train/image11474_99xxx.png,2,"[9, 9, 10, 10, 10]"
12352,12352,data/train/image2588_383xx.png,3,"[3, 8, 3, 10, 10]"
12353,12353,data/train/image3864_66xxx.png,2,"[6, 6, 10, 10, 10]"
12354,12354,data/train/image4431_22xxx.png,2,"[2, 2, 10, 10, 10]"
12355,12355,data/train/image7559_75xxx.png,2,"[7, 5, 10, 10, 10]"
12356,12356,data/train/image4719_4xxxx.png,1,"[4, 10, 10, 10, 10]"
12357,12357,data/train/image26474_7xxxx.png,1,"[7, 10, 10, 10, 10]"
12358,12358,data/train/image3011_718xx.png,3,"[7, 1, 8, 10, 10]"
12359,12359,data/train/image10328_166xx.png,3,"[1, 6, 6, 10, 10]"
12360,12360,data/train/image26981_52xxx.png,2,"[5, 2, 10, 10, 10]"
12361,12361,data/train/image27545_12xxx.png,2,"[1, 2, 10, 10, 10]"
12362,12362,data/train/image2592_17xxx.png,2,"[1, 7, 10, 10, 10]"
12363,12363,data/train/image17742_244xx.png,3,"[2, 4, 4, 10, 10]"
12364,12364,data/train/image18888_29xxx.png,2,"[2, 9, 10, 10, 10]"
12365,12365,data/train/image26628_4xxxx.png,1,"[4, 10, 10, 10, 10]"
12366,12366,data/train/image22667_19xxx.png,2,"[1, 9, 10, 10, 10]"
12367,12367,data/train/image25891_24xxx.png,2,"[2, 4, 10, 10, 10]"
12368,12368,data/train/image2824_36xxx.png,2,"[3, 6, 10, 10, 10]"
12369,12369,data/train/image25381_91xxx.png,2,"[9, 1, 10, 10, 10]"
12370,12370,data/train/image28205_52xxx.png,2,"[5, 2, 10, 10, 10]"
12371,12371,data/train/image27754_118xx.png,3,"[1, 1, 8, 10, 10]"
12372,12372,data/train/image10511_28xxx.png,2,"[2, 8, 10, 10, 10]"
12373,12373,data/train/image22286_39xxx.png,2,"[3, 9, 10, 10, 10]"
12374,12374,data/train/image681_61xxx.png,2,"[6, 1, 10, 10, 10]"
12375,12375,data/train/image12744_2xxxx.png,1,"[2, 10, 10, 10, 10]"
12376,12376,data/train/image27804_9xxxx.png,1,"[9, 10, 10, 10, 10]"
12377,12377,data/train/image20043_8xxxx.png,1,"[8, 10, 10, 10, 10]"
12378,12378,data/train/image22444_15xxx.png,2,"[1, 5, 10, 10, 10]"
12379,12379,data/train/image12502_33xxx.png,2,"[3, 3, 10, 10, 10]"
12380,12380,data/train/image25772_174xx.png,3,"[1, 7, 4, 10, 10]"
12381,12381,data/train/image1025_11xxx.png,2,"[1, 1, 10, 10, 10]"
12382,12382,data/train/image21859_15xxx.png,2,"[1, 5, 10, 10, 10]"
12383,12383,data/train/image10360_23xxx.png,2,"[2, 3, 10, 10, 10]"
12384,12384,data/train/image2638_24xxx.png,2,"[2, 4, 10, 10, 10]"
12385,12385,data/train/image19727_233xx.png,3,"[2, 3, 3, 10, 10]"
12386,12386,data/train/image12685_22xxx.png,2,"[2, 2, 10, 10, 10]"
12387,12387,data/train/image10211_166xx.png,3,"[1, 6, 6, 10, 10]"
12388,12388,data/train/image3311_68xxx.png,2,"[6, 8, 10, 10, 10]"
12389,12389,data/train/image13588_54xxx.png,2,"[5, 4, 10, 10, 10]"
12390,12390,data/train/image16367_16xxx.png,2,"[1, 6, 10, 10, 10]"
12391,12391,data/train/image7181_63xxx.png,2,"[6, 3, 10, 10, 10]"
12392,12392,data/train/image20398_124xx.png,3,"[1, 2, 4, 10, 10]"
12393,12393,data/train/image28693_231xx.png,3,"[2, 3, 1, 10, 10]"
12394,12394,data/train/image20794_12xxx.png,2,"[1, 2, 10, 10, 10]"
12395,12395,data/train/image17559_49xxx.png,2,"[4, 9, 10, 10, 10]"
12396,12396,data/train/image10452_15xxx.png,2,"[1, 5, 10, 10, 10]"
12397,12397,data/train/image21310_13xxx.png,2,"[1, 3, 10, 10, 10]"
12398,12398,data/train/image10603_88xxx.png,2,"[8, 8, 10, 10, 10]"
12399,12399,data/train/image26004_9xxxx.png,1,"[9, 10, 10, 10, 10]"
12400,12400,data/train/image16767_241xx.png,3,"[2, 4, 1, 10, 10]"
12401,12401,data/train/image11138_51xxx.png,2,"[5, 1, 10, 10, 10]"
12402,12402,data/train/image27621_33xxx.png,2,"[3, 3, 10, 10, 10]"
12403,12403,data/train/image19968_1298x.png,4,"[1, 2, 9, 8, 10]"
12404,12404,data/train/image4377_233xx.png,3,"[2, 3, 3, 10, 10]"
12405,12405,data/train/image4662_8xxxx.png,1,"[8, 10, 10, 10, 10]"
12406,12406,data/train/image21752_7xxxx.png,1,"[7, 10, 10, 10, 10]"
12407,12407,data/train/image9179_10xxx.png,2,"[1, 0, 10, 10, 10]"
12408,12408,data/train/image1319_324xx.png,3,"[3, 2, 4, 10, 10]"
12409,12409,data/train/image17367_2442x.png,4,"[2, 4, 4, 2, 10]"
12410,12410,data/train/image21189_69xxx.png,2,"[6, 9, 10, 10, 10]"
12411,12411,data/train/image17738_2xxxx.png,1,"[2, 10, 10, 10, 10]"
12412,12412,data/train/image8436_14xxx.png,2,"[1, 4, 10, 10, 10]"
12413,12413,data/train/image24949_38xxx.png,2,"[3, 8, 10, 10, 10]"
12414,12414,data/train/image8545_387xx.png,3,"[3, 8, 7, 10, 10]"
12415,12415,data/train/image12348_7xxxx.png,1,"[7, 10, 10, 10, 10]"
12416,12416,data/train/image13247_20xxx.png,2,"[2, 0, 10, 10, 10]"
12417,12417,data/train/image1183_280xx.png,3,"[2, 8, 0, 10, 10]"
12418,12418,data/train/image25257_13xxx.png,2,"[1, 3, 10, 10, 10]"
12419,12419,data/train/image18787_14xxx.png,2,"[1, 4, 10, 10, 10]"
12420,12420,data/train/image19897_40xxx.png,2,"[4, 0, 10, 10, 10]"
12421,12421,data/train/image20151_49xxx.png,2,"[4, 9, 10, 10, 10]"
12422,12422,data/train/image10082_251xx.png,3,"[2, 5, 1, 10, 10]"
12423,12423,data/train/image26755_38xxx.png,2,"[3, 8, 10, 10, 10]"
12424,12424,data/train/image15081_35xxx.png,2,"[3, 5, 10, 10, 10]"
12425,12425,data/train/image7966_5xxxx.png,1,"[5, 10, 10, 10, 10]"
12426,12426,data/train/image21963_246xx.png,3,"[2, 4, 6, 10, 10]"
12427,12427,data/train/image8195_890xx.png,3,"[8, 9, 0, 10, 10]"
12428,12428,data/train/image26949_148xx.png,3,"[1, 4, 8, 10, 10]"
12429,12429,data/train/image16163_13xxx.png,2,"[1, 3, 10, 10, 10]"
12430,12430,data/train/image17048_1483x.png,4,"[1, 4, 8, 3, 10]"
12431,12431,data/train/image6865_131xx.png,3,"[1, 3, 1, 10, 10]"
12432,12432,data/train/image26447_1xxxx.png,1,"[1, 10, 10, 10, 10]"
12433,12433,data/train/image13864_4xxxx.png,1,"[4, 10, 10, 10, 10]"
12434,12434,data/train/image370_12xxx.png,2,"[1, 2, 10, 10, 10]"
12435,12435,data/train/image7689_15xxx.png,2,"[1, 5, 10, 10, 10]"
12436,12436,data/train/image20855_80xxx.png,2,"[8, 0, 10, 10, 10]"
12437,12437,data/train/image3159_34xxx.png,2,"[3, 4, 10, 10, 10]"
12438,12438,data/train/image4047_856xx.png,3,"[8, 5, 6, 10, 10]"
12439,12439,data/train/image2167_1645x.png,4,"[1, 6, 4, 5, 10]"
12440,12440,data/train/image16236_8xxxx.png,1,"[8, 10, 10, 10, 10]"
12441,12441,data/train/image25440_42xxx.png,2,"[4, 2, 10, 10, 10]"
12442,12442,data/train/image28298_11xxx.png,2,"[1, 1, 10, 10, 10]"
12443,12443,data/train/image10946_272xx.png,3,"[2, 7, 2, 10, 10]"
12444,12444,data/train/image3958_6xxxx.png,1,"[6, 10, 10, 10, 10]"
12445,12445,data/train/image8676_106xx.png,3,"[1, 0, 6, 10, 10]"
12446,12446,data/train/image3957_55xxx.png,2,"[5, 5, 10, 10, 10]"
12447,12447,data/train/image26110_72xxx.png,2,"[7, 2, 10, 10, 10]"
12448,12448,data/train/image5761_1xxxx.png,1,"[1, 10, 10, 10, 10]"
12449,12449,data/train/image29073_93xxx.png,2,"[9, 3, 10, 10, 10]"
12450,12450,data/train/image26069_187xx.png,3,"[1, 8, 7, 10, 10]"
12451,12451,data/train/image22890_3xxxx.png,1,"[3, 10, 10, 10, 10]"
12452,12452,data/train/image23454_3xxxx.png,1,"[3, 10, 10, 10, 10]"
12453,12453,data/train/image5454_1877x.png,4,"[1, 8, 7, 7, 10]"
12454,12454,data/train/image11450_7xxxx.png,1,"[7, 10, 10, 10, 10]"
12455,12455,data/train/image4474_2xxxx.png,1,"[2, 10, 10, 10, 10]"
12456,12456,data/train/image19801_11xxx.png,2,"[1, 1, 10, 10, 10]"
12457,12457,data/train/image28618_2xxxx.png,1,"[2, 10, 10, 10, 10]"
12458,12458,data/train/image7361_26xxx.png,2,"[2, 6, 10, 10, 10]"
12459,12459,data/train/image16814_294xx.png,3,"[2, 9, 4, 10, 10]"
12460,12460,data/train/image7895_91xxx.png,2,"[9, 1, 10, 10, 10]"
12461,12461,data/train/image11658_2763x.png,4,"[2, 7, 6, 3, 10]"
12462,12462,data/train/image5709_20xxx.png,2,"[2, 0, 10, 10, 10]"
12463,12463,data/train/image4596_332xx.png,3,"[3, 3, 2, 10, 10]"
12464,12464,data/train/image8211_13xxx.png,2,"[1, 3, 10, 10, 10]"
12465,12465,data/train/image29076_2xxxx.png,1,"[2, 10, 10, 10, 10]"
12466,12466,data/train/image6702_14xxx.png,2,"[1, 4, 10, 10, 10]"
12467,12467,data/train/image2381_79xxx.png,2,"[7, 9, 10, 10, 10]"
12468,12468,data/train/image19753_9xxxx.png,1,"[9, 10, 10, 10, 10]"
12469,12469,data/train/image13530_3xxxx.png,1,"[3, 10, 10, 10, 10]"
12470,12470,data/train/image2023_131xx.png,3,"[1, 3, 1, 10, 10]"
12471,12471,data/train/image14581_282xx.png,3,"[2, 8, 2, 10, 10]"
12472,12472,data/train/image16100_14xxx.png,2,"[1, 4, 10, 10, 10]"
12473,12473,data/train/image26790_3xxxx.png,1,"[3, 10, 10, 10, 10]"
12474,12474,data/train/image7431_28xxx.png,2,"[2, 8, 10, 10, 10]"
12475,12475,data/train/image27548_309xx.png,3,"[3, 0, 9, 10, 10]"
12476,12476,data/train/image19589_416xx.png,3,"[4, 1, 6, 10, 10]"
12477,12477,data/train/image8901_24xxx.png,2,"[2, 4, 10, 10, 10]"
12478,12478,data/train/image24341_72xxx.png,2,"[7, 2, 10, 10, 10]"
12479,12479,data/train/image12391_234xx.png,3,"[2, 3, 4, 10, 10]"
12480,12480,data/train/image10023_9xxxx.png,1,"[9, 10, 10, 10, 10]"
12481,12481,data/train/image14011_6xxxx.png,1,"[6, 10, 10, 10, 10]"
12482,12482,data/train/image1672_48xxx.png,2,"[4, 8, 10, 10, 10]"
